,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
2361,2526,American Outlaws,2001,PG-13,"Action, Western",5.9,17812,English,United States,5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.,94 min
2362,2527,All Over the Guy,2001,R,"Comedy, Romance",6.4,5033,English,United States,"While the flame of Jackie and Brett's attraction intensifies, Eli and Tom, the unlikely pair they attempt to bring together, appear destined to spiral out of love rather than make any sort of progress toward becoming a genuine cou...",95 min
2363,2528,The Deep End,2001,R,"Crime, Drama, Mystery",6.5,12146,English,United States,A woman spirals out of control while trying to keep her son from being found culpable in a murder investigation.,101 min
2364,2529,Session 9,2001,R,"Drama, Horror, Mystery",6.4,63624,English,United States,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,97 min
2365,2530,Captain Corelli's Mandolin,2001,R,"Drama, Music, Romance",5.9,36243,"English, Greek, German, Italian","United Kingdom, France, United States","When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",131 min
2366,2531,Rat Race,2001,PG-13,"Action, Adventure, Comedy",6.5,124302,English,"United States, Canada",A Las Vegas casino magnate determined to find a new avenue for wagering sets up a race for money.,112 min
2367,2532,Bubble Boy,2001,PG-13,"Adventure, Comedy, Romance",5.7,35621,English,United States,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across United States to Niagara Falls to stop the wedding.,84 min
2368,2533,Jay and Silent Bob Strike Back,2001,R,Comedy,6.8,162336,English,United States,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",104 min
2369,2534,Summer Catch,2001,PG-13,"Comedy, Drama, Romance",5.1,16767,English,United States,A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a major league baseball player.,104 min
2370,2535,Happy Accidents,2000,R,"Comedy, Romance",7.2,10297,English,United States,"New Yorker Ruby Weaver believes she has found the man of her dreams in Sam Deed, who is her best catch in some time--except that he assures her that he came from the future.",110 min
2371,2536,Maybe Baby,2000,R,"Comedy, Romance",5.6,6139,English,United Kingdom,A comedy about a couple (Hugh Laurie and Joely Richardson) who are trying to conceive a child.,104 min
2372,2537,Jeepers Creepers,2001,R,"Horror, Mystery",6.2,145510,English,"Germany, United States",A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,90 min
2373,2538,3 Ninjas,1992,PG,"Action, Comedy, Family",5.3,23632,English,United States,"Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques.",84 min
2374,2539,3 Ninjas: Knuckle Up,1995,PG-13,"Action, Comedy, Family",4.3,6392,English,United States,"Rocky, Colt and Tum Tum are back in an all new adventure everyone will fall for.",85 min
2375,2540,Two Can Play That Game,2001,R,"Comedy, Romance",6.1,7514,English,United States,"An arrogant career woman plays a series of heartless mind-games with her boyfriend to ""put him in line,"" only to discover that he has a few tricks up his own sleeve.",90 min
2376,2541,Our Lady of the Assassins,2000,R,"Crime, Drama",6.8,4320,"Spanish, English","Spain, France, Colombia",The writer F. Vallejo returns to Medellin after an absence of over 30 years. He meets 16-year-old Alexis. Alexis is the kind of killer who knocks people off on command. The two are immediately attracted to each other.,101 min
2377,2542,Into the Arms of Strangers: Stories of the Kindertransport,2000,PG,"Documentary, History, War",7.7,1988,"English, German","United Kingdom, United States","The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s.",122 min
2378,2543,Hardball,2001,R,"Comedy, Drama, Sport",6.4,33771,"English, German","Germany, United States",A gambling addict and ticket scalper living an aimless life reluctantly agrees to coach a Little League team from the Chicago projects as part of a loan agreement.,106 min
2379,2544,Sidewalks of New York,2001,R,"Comedy, Romance",6.4,6927,English,United States,The interlocking lives and loves of six New Yorkers.,108 min
2380,2545,The French Lieutenant's Woman,1981,R,"Drama, Romance",6.9,15328,English,United Kingdom,Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.,124 min
2381,2547,The Legend of Hell House,1973,PG,Horror,6.7,14321,English,United Kingdom,"A physicist, his wife and two mediums are hired to investigate the Belasco House, where 27 guests had inexplicably died in 1927, along with most of a team of paranormal investigators that was sent in the early 1950s.",95 min
2382,2548,Little Man Tate,1991,PG,Drama,6.6,16258,"English, French",United States,"A single mother raises a child prodigy on her own, struggling to give him every opportunity he needs to express his gift.",99 min
2383,2549,13 Ghosts,1960,Not Rated,"Horror, Mystery",6,7253,English,United States,"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors.",85 min
2384,2550,The Grass Is Greener,1960,Approved,"Comedy, Drama, Romance",6.5,5906,"English, French",United Kingdom,"Victor and Hilary have guided tours in their English mansion. A US oil tycoon ""bumps"" into Hilary during a tour and charms his way into her heart. Meanwhile, Hattie pursues Victor.",104 min
2385,2551,Indiscreet,1958,PG,"Comedy, Romance",6.7,10351,English,United Kingdom,An actress who has given up on love meets a suave banker and begins a flirtation with him--although he's already married.,100 min
2386,3429,King Solomon's Mines,1950,Passed,"Action, Adventure, Romance",6.8,6969,English,United States,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,103 min
2387,2553,The Little Foxes,1941,Approved,"Drama, Romance",7.9,13178,English,United States,"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the Deep South at the turn of the twentieth century.",116 min
2388,2554,Pocketful of Miracles,1961,Approved,"Comedy, Drama",7.1,8077,"English, American Sign , Spanish",United States,"New York bootlegger Dave the Dude and his girlfriend Elizabeth ""Queenie"" Martin try to turn boozy street beggar Apple Annie into a society lady when Annie learns that her daughter Louise is marrying the son of a Spanish count.",136 min
2389,2555,Silkwood,1983,R,"Biography, Drama, History",7.1,22318,English,United States,"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",131 min
2390,2556,I Never Promised You a Rose Garden,1977,R,"Drama, Fantasy",6.4,1594,English,United States,"A disturbed, institutionalized 16-year-old girl struggles between fantasy and reality.",96 min
2391,2557,Quadrophenia,1979,R,"Drama, Music",7.2,21207,English,United Kingdom,"Jimmy Cooper loathes his dead-end job and his working-class parents. He seeks solace with his mod clique, scooter riding, and drugs, only to be disappointed.",120 min
2392,2558,When Worlds Collide,1951,G,"Action, Sci-Fi, Thriller",6.6,9467,"English, French, Portuguese, Spanish, Hindi",United States,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.",83 min
2393,2559,Don't Say a Word,2001,R,"Drama, Mystery, Thriller",6.3,57516,"English, Italian, Chinese","United States, Australia, Switzerland, Canada","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",113 min
2394,2560,Hearts in Atlantis,2001,PG-13,"Drama, Mystery",6.9,41262,English,United States,A young boy's life changes for the better when a mysterious man with psychic powers moves into the family home that he shares with his widowed mother.,101 min
2395,2561,The Big Red One,1980,R,"Drama, War",7.1,21667,"English, French, Italian, German",United States,A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,113 min
2396,2563,Can't Stop the Music,1980,PG,"Biography, Comedy, Musical",4.2,4522,English,United States,A pseudo autobiography of disco's The Village People.,124 min
2397,2564,The Changeling,1980,R,"Horror, Mystery",7.1,40691,English,Canada,"After experiencing tragic personal losses, a music professor rents a Seattle mansion, haunted by a slain boy.",107 min
2398,2565,Coal Miner's Daughter,1980,PG,"Biography, Drama, Music",7.5,20832,English,United States,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",124 min
2399,2566,The Last Metro,1980,PG,"Drama, Romance, War",7.3,16064,"French, German, Italian",France,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Germans while doing both of their jobs.",132 min
2400,2567,Bandits,2001,PG-13,"Comedy, Crime, Drama",6.5,71474,English,United States,Two bank robbers fall in love with the girl they've kidnapped.,123 min
2401,2568,Corky Romano,2001,PG-13,"Comedy, Crime",4.7,13773,"English, Vietnamese, Spanish, Thai",United States,The loser son of a Mafia honcho must go undercover for the FBI.,86 min
2402,2569,Iron Monkey,1993,PG-13,"Action, Crime, Drama",7.5,17409,Cantonese,"Hong Kong, Taiwan",A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin ...,85 min
2403,2570,Fat Girl,2001,Not Rated,Drama,6.4,13005,"French, Italian, English","France, Italy",Two sisters confront their sexual attitudes and experiences while on a family holiday.,86 min
2404,2571,Mulholland Drive,2001,R,"Drama, Mystery, Thriller",7.9,390297,"English, Spanish, French","France, United States","After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",147 min
2405,2572,Spriggan,1998,R,"Animation, Action, Adventure",6.5,4276,"Mandarin, English, Japanese",Japan,An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,90 min
2406,2573,Fiddler on the Roof,1971,G,"Drama, Family, Musical",8,48400,"English, Hebrew, Russian",United States,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",181 min
2407,2574,Making the Grade,1984,R,"Comedy, Romance",5.6,1642,English,United States,"A spoiled rich young man hires a young hustler, who lives in a broken car and owes money to a dicey loan shark, to take his place in his elite prep school and graduate for him.",105 min
2408,2575,Not Without My Daughter,1991,PG-13,"Drama, Thriller",6.4,15272,"English, Persian, Assyrian Neo-Aramaic",United States,An American woman trapped in Islamic Iran by her brutal husband must find a way for her and her daughter to escape.,116 min
2409,2576,Titanica,1992,Not Rated,"Documentary, History",6.4,410,English,Canada,Titanica reveals the clearest motion pictures ever captured of the Titanic. Witness startling images of the long-lost ruin contrasted with never-before-seen 1912 archival photos showing her in all her splendor. Feel the passion of...,96 min
2410,2577,From Hell,2001,R,"Horror, Mystery, Thriller",6.7,165634,English,"United States, United Kingdom, Czech Republic","After five ritualistic murders are committed in 1888 London, Inspector Abberline's assignment is to investigate the ""Jack the Ripper"" murders. Along with a string of mutilated prostitutes, he uncovers a conspiracy involving the go...",122 min
2411,2578,The Last Castle,2001,R,"Action, Drama, Thriller",6.9,86151,English,United States,A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.,131 min
2412,4801,Focus,2015,R,"Comedy, Crime, Drama",6.6,279259,"English, Spanish","United States, Argentina","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",105 min
2413,2580,K-PAX,2001,PG-13,"Drama, Mystery, Sci-Fi",7.4,194544,English,"United States, Germany","PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.",120 min
2414,2581,Thirteen Ghosts,2001,R,"Horror, Mystery",5.6,95000,English,"Canada, United States","When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves his house, fortune, and his prized collection of ghosts.",91 min
2415,2582,High Heels and Low Lifes,2001,R,"Action, Comedy, Crime",6.1,3705,English,"United Kingdom, United States",A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for two million dollars.,86 min
2416,2583,Life as a House,2001,R,Drama,7.4,45905,English,United States,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",125 min
2417,2584,The Man Who Wasn't There,2001,R,"Crime, Drama",7.5,116100,"English, Italian, French","United Kingdom, United States","A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",116 min
2418,2586,Domestic Disturbance,2001,PG-13,"Crime, Thriller",5.6,28932,English,United States,"When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger.",89 min
2419,2587,The One,2001,PG-13,"Action, Sci-Fi, Thriller",5.9,96899,English,United States,"A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crUnited Statesde before he becomes ""The One"".",87 min
2420,2588,Tape,2001,R,Drama,7.2,21331,English,United States,Three old high school friends meet in a Michigan motel room to dissect painful memories from their past.,86 min
2421,2589,Heist,2001,R,"Action, Crime, Drama",6.5,39313,English,"Canada, United States","A career jewel thief finds himself at tense odds with his longtime partner, a crime boss who sends his nephew to keep watch.",109 min
2422,2590,Shallow Hal,2001,PG-13,"Comedy, Drama, Fantasy",6,146722,English,"United States, Germany",A shallow man falls in love with a 300-pound woman because of her inner beauty.,114 min
2423,3714,When a Stranger Calls,2006,PG-13,"Horror, Thriller",5.1,49045,English,United States,"During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.",87 min
2424,2592,Harry Potter and the Sorcerer's Stone,2001,PG,"Adventure, Family, Fantasy",7.6,870253,"English, Latin","United Kingdom, United States","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",152 min
2425,2593,Novocaine,2001,R,"Comedy, Crime, Drama",5.8,11846,"English, French",United States,A dentist finds himself a murder suspect after a sexy patient seduces him and steals all of the drugs from his practice.,95 min
2426,2594,Spy Game,2001,R,"Action, Crime, Thriller",7.1,169088,"English, German, Arabic, French, Cantonese","United States, Germany, Japan, France, United Kingdom",Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,126 min
2427,2595,The Devil's Backbone,2001,R,"Drama, Horror, Thriller",7.4,71580,Spanish,"Spain, Mexico","After Carlos - a 12-year-old whose father has died in the Spanish Civil War - arrives at an ominous boys' orphanage, he discovers the school is haunted and has many dark secrets which he must uncover.",106 min
2428,2596,In the Bedroom,2001,R,"Crime, Drama",7.4,42810,"English, Serbo-Croatian",United States,A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,131 min
2429,2597,The Incredible Shrinking Woman,1981,PG,"Comedy, Sci-Fi",5.5,5198,English,United States,A housewife grows smaller and smaller in reaction to chemicals found in cosmetics and household products.,88 min
2430,2599,The Beastmaster,1982,PG,"Action, Adventure, Fantasy",6.2,25498,English,"West Germany, United States","A sword-and-sorcery fantasy about a young man's search for revenge. Armed with supernatural powers, the handsome hero and his animal allies wage war against marauding forces.",118 min
2431,2600,"Now, Voyager",1942,Approved,"Drama, Romance",7.9,19346,"English, Portuguese",United States,"A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.",117 min
2432,2602,Everybody's Famous!,2000,R,"Comedy, Drama, Music",6.9,3326,"Dutch, English, Spanish","Belgium, Netherlands, France","Jean is a family man and factory worker who dreams of becoming a songwriter. Pinning his hopes on his teenage daughter, Marva, he takes her to singing contests in which the awkward and overweight girl struggles to belt out a tune....",97 min
2433,2603,That Obscure Object of Desire,1977,R,"Comedy, Drama, Romance",7.8,25068,"French, Spanish","France, Spain","Recounted in flashback are the romantic perils of Mathieu, a middle-aged French sophisticate as he falls for his nineteen-year-old former chambermaid Conchita.",103 min
2434,2604,Flash Gordon,1980,PG,"Action, Adventure, Sci-Fi",6.5,62610,English,"United Kingdom, United States, Netherlands, Italy",A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,111 min
2435,2606,The Gauntlet,1977,R,"Action, Crime, Thriller",6.4,25451,English,United States,"A hard but mediocre cop is assigned to escort a prostitute into custody from Las Vegas to Phoenix, so that she can testify in a mob trial. But a lot of people are literally betting that they won't make it into town alive.",109 min
2436,2607,Morons from Outer Space,1985,PG-13,"Comedy, Sci-Fi",4.5,2152,English,United Kingdom,"A trio of moronic aliens crash-land on Earth and become celebrities, while a fourth alien, who arrives separately, finds himself ignored.",90 min
2437,2608,Sudden Impact,1983,R,"Action, Crime, Thriller",6.6,49395,English,United States,"When a woman exacts deadly revenge on the aggressors who raped her and her sister ten years earlier, Inspector ""Dirty"" Harry Callahan is assigned to the case.",117 min
2438,2609,Texas Rangers,2001,PG-13,"Action, Adventure, Drama",5.2,6366,English,United States,"A ragtag group of youngsters band together after the American Civil War to form the Texas Rangers, a group charged with the dangerous, ruthless duty of cleaning up the West.",90 min
2439,2610,Ocean's Eleven,2001,PG-13,"Crime, Thriller",7.7,629741,"English, Italian, Mandarin",United States,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",116 min
2440,2611,The Business of Strangers,2001,R,"Drama, Thriller",6.3,3849,English,United States,Two businesswomen bond and reveal their inner natures while getting carried away on a revenge attack against an accused rapist.,84 min
2441,2612,The Incredible Shrinking Man,1957,Approved,"Horror, Sci-Fi",7.6,20266,English,United States,"After Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.",81 min
2442,2614,And Then There Were None,1945,Approved,"Crime, Drama, Mystery",7.4,17045,English,United States,"Seven guests, a newly hired secretary and two staff are gathered at a manor house on an isolated island by an unknown absentee host and are killed off one-by-one. They work together to determine who the killer is before it's too l...",97 min
2443,2615,The Blue Angel,1930,Passed,"Drama, Music, Romance",7.7,16582,"German, English, French",Germany,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,104 min
2444,2616,Amélie,2001,R,"Comedy, Romance",8.3,803732,"French, Russian, English","France, Germany","Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.",122 min
2445,2617,Not Another Teen Movie,2001,R,Comedy,5.8,118087,"English, Italian",United States,A sendup of all the teen movies that have accumulated in the past two decades.,89 min
2446,2618,Vanilla Sky,2001,R,"Fantasy, Mystery, Romance",6.9,289204,"English, Spanish","United States, Spain",A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,136 min
2447,2619,Bill & Ted's Bogus Journey,1991,PG,"Adventure, Comedy, Fantasy",6.3,81883,"English, Italian, Russian","United States, United Kingdom",A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.,93 min
2448,2620,Clockwise,1986,PG,Comedy,6.6,13799,English,United Kingdom,An obsessively punctual comprehensive school headmaster sets out to give an important speech at the annual Headmasters' Conference.,96 min
2449,2621,Sheena,1984,PG,"Adventure, Fantasy",4.9,5659,English,"United Kingdom, United States","Sheena grew up in the African wild, raised by a mystical witch woman. When her foster mother is framed for a murder Sheena is forced to flee, helped by her ability to talk to animals and her knowledge of the jungle.",117 min
2450,2622,Spacehunter: Adventures in the Forbidden Zone,1983,PG,"Action, Adventure, Sci-Fi",5.4,6742,English,"United States, Canada","On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord.",90 min
2451,2623,White Water Summer,1987,PG,"Adventure, Drama",6.2,6068,English,United States,"The story of a shy boy who gets convinced by his parents to spend a few summer days in the mountains. So, he joins a group, and the vacation begins. Unfortunately, things turn out to be a little tough for our small friend.",90 min
2452,2624,How High,2001,R,"Comedy, Fantasy",6.2,62321,English,United States,"Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",93 min
2453,2625,Jimmy Neutron: Boy Genius,2001,G,"Animation, Action, Adventure",6.1,38619,English,"United States, Australia",An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,82 min
2454,2626,Kate & Leopold,2001,PG-13,"Comedy, Fantasy, Romance",6.4,89759,"English, French",United States,An English Duke from 1876 is inadvertently dragged to modern day New York where he falls for a plucky advertising executive.,118 min
2455,2627,The Majestic,2001,PG,"Drama, Romance",6.9,58124,English,United States,"In 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",152 min
2456,2628,A Beautiful Mind,2001,PG-13,"Biography, Drama, Mystery",8.2,999255,English,United States,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",135 min
2457,2629,The Defiant Ones,1958,Approved,"Crime, Drama",7.6,18190,English,United States,"Two chained-together escaped convicts, White and Black, must learn to get along in order to elude capture.",96 min
2458,2630,Witness for the Prosecution,1957,Approved,"Crime, Drama, Mystery",8.4,140942,"English, German",United States,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,116 min
2459,2631,Ali,2001,R,"Biography, Drama, Sport",6.7,106684,"English, French, Swahili",United States,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.",157 min
2460,2632,Black Hawk Down,2001,R,"Action, Drama, History",7.7,429201,"English, Somali, Arabic","United States, United Kingdom","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",144 min
2461,2633,Charlotte Gray,2001,PG-13,"Drama, Romance, Thriller",6.4,13224,English,"United Kingdom, Australia, Germany, United States",A young Scottish woman joins the French Resistance during World War II to rescue her Royal Air Force boyfriend who is lost in France.,121 min
2462,2634,Yentl,1983,PG,"Drama, Musical, Romance",6.6,16137,"English, Hebrew","United Kingdom, United States",A Jewish girl disguises herself as a boy to enter religious training.,133 min
2463,2635,I Am Sam,2001,PG-13,Drama,7.6,156560,English,United States,An intellectually disabled man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,132 min
2464,2636,Monster's Ball,2001,R,"Drama, Romance",7,94744,English,United States,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.",111 min
2465,2637,The Shipping News,2001,R,Drama,6.7,34036,English,"Canada, United States, Sweden",An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,111 min
2466,2638,Orange County,2002,PG-13,"Comedy, Drama",6.2,52201,"English, Spanish",United States,A guidance counselor mistakenly sends out the wrong transcripts to Stanford University under the name of an over-achieving high schooler.,82 min
2467,2639,Brotherhood of the Wolf,2001,R,"Action, Adventure, Drama",7,72442,"French, German, Italian",France,"In 18th-century France, the Chevalier de Fronsac and his Native American friend Mani are sent to the Gevaudan province at the king's behest to investigate the killings of hundreds by a mysterious beast.",142 min
2468,2640,Another 48 Hrs.,1990,R,"Action, Comedy, Crime",5.9,45359,"English, Cantonese",United States,"Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.",95 min
2469,2641,The Russia House,1990,R,"Drama, Romance, Thriller",6.1,18043,"English, Russian",United States,"A British publisher is sent a manuscript detailing Soviet Union nuclear missile capabilities. British Intelligence intercept it and recruit him to investigate the author's editor, a beautiful Russian woman he claims never to have ...",123 min
2470,2643,Dragonslayer,1981,PG,"Action, Adventure, Fantasy",6.6,20355,"English, Latin",United States,A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.,109 min
2471,2644,Conan the Destroyer,1984,PG,"Action, Adventure, Fantasy",5.9,86492,English,"United States, Mexico",Conan leads a ragtag group of adventurers on a quest for a princess.,103 min
2472,2645,Snow Dogs,2002,PG,"Adventure, Comedy, Family",5.2,28831,English,"Canada, United States","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",99 min
2473,2646,Italian for Beginners,2000,R,"Comedy, Drama, Romance",7,14013,"Danish, Italian, English","Denmark, Sweden",Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives.,112 min
2474,2647,Dragon: The Bruce Lee Story,1993,PG-13,"Action, Biography, Drama",7,33119,"English, Cantonese",United States,A fictionalized account of the life of the martial arts superstar.,120 min
2475,2648,Little Dieter Needs to Fly,1997,Not Rated,"Documentary, Biography, Drama",8,6894,"English, German","Germany, United Kingdom, France","German-American Dieter Dengler discusses his service as a U.S. naval pilot in the Vietnam War. Dengler also revisits the sites of his capture and eventual escape from the hands of the Viet Cong, recreating many events for the camera.",80 min
2476,2649,M*A*S*H,1970,R,"Comedy, Drama, War",7.4,78762,"English, Japanese, Korean, Latin",United States,The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.,116 min
2477,2650,The Mothman Prophecies,2002,PG-13,"Drama, Horror, Mystery",6.4,85602,English,United States,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",119 min
2478,2651,A Walk to Remember,2002,PG,"Drama, Romance",7.3,223769,English,United States,"Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.",101 min
2479,2652,Beijing Bicycle,2001,PG-13,Drama,7.2,4765,Mandarin,"France, Taiwan, China","A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age.",113 min
2480,2653,Escaflowne: The Movie,2000,PG-13,"Adventure, Animation, Drama",6.6,3850,"English, Japanese",Japan,"A grim retelling of the television series ""The Vision of Escaflowne"".",98 min
2481,2654,Maelstrom,2000,R,Drama,6.7,7437,"French, English, Norwegian",Canada,"After plunging her car into a river, a woman encounters a man who helps her come to terms with her life.",87 min
2482,2655,The Son's Room,2001,R,Drama,7.3,21751,"Italian, Latin","Italy, France",A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba-diving accident.,99 min
2483,2656,Storytelling,2001,R,"Comedy, Drama, Romance",6.8,18495,"English, Spanish",United States,College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.,87 min
2484,2657,Cousins,1989,PG-13,"Comedy, Romance",6.4,5187,English,United States,Two couples go to a mutual friend's wedding and end up swapping partners.,113 min
2485,2658,Slackers,2002,R,"Comedy, Romance",5.3,15314,English,"Canada, United States","When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.",86 min
2486,2659,Birthday Girl,2001,R,"Comedy, Crime, Thriller",6,26461,"English, Russian","United Kingdom, United States",A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,93 min
2487,2660,Big Fat Liar,2002,PG,"Adventure, Comedy, Family",5.5,40346,English,"United States, Germany, France","Fourteen-year-old Jason Shepherd has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf steals his class paper and turns it into a smash hit movie, no one believes Jason's latest tall tale.",88 min
2488,2661,Collateral Damage,2002,R,"Action, Drama, Thriller",5.5,78543,"English, Spanish","United States, Mexico","After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.",108 min
2489,2782,Rollerball,1975,R,"Action, Sci-Fi, Sport",6.5,30006,English,"United Kingdom, Canada, United States","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",125 min
2490,2663,Baby's Day Out,1994,PG,"Adventure, Comedy, Crime",6.2,56702,English,United States,"After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.",99 min
2491,2664,Heidi,1937,G,"Drama, Family, Musical",7.2,5033,English,United States,"A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl.",88 min
2492,2665,Rookie of the Year,1993,PG,"Comedy, Family, Fantasy",6.1,31386,English,United States,"When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.",103 min
2493,2666,Don't Look Now,1973,R,"Drama, Horror, Mystery",7.1,64147,"English, Italian","United Kingdom, Italy","A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",110 min
